date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:42:36	5023/5023	---M--	200	added ('OK')	application/javascript	date:Mon,%2002%20Jul%202018%2000:44:04%20GMT	http://www.juniv.edu/client-v2/js/jquery.lazy.min.js	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/client-v2/js/jquery.lazy.min.js	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:38	86659/86659	---M-Z	200	added ('OK')	application/javascript	etag:W/%2258d026fb-15283%22	https://code.jquery.com/jquery-3.2.1.min.js	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/code.jquery.com/jquery-3.2.1.min.js	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:39	50570/50570	---M--	200	added ('OK')	application/javascript	date:Mon,%2012%20Feb%202018%2000:19:16%20GMT	http://www.juniv.edu/client-v2/ui-libs/bootstrap-4.0.0-beta/js/bootstrap.min.js	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/client-v2/ui-libs/bootstrap-4.0.0-beta/js/bootstrap.min.js	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:39	6701/6701	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:37%20GMT	http://www.juniv.edu/login	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/login.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:43	44055/44055	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:40%20GMT	http://www.juniv.edu/discussion?type=JOB_CIRCULAR	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/discussion030b.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:45	34259/34259	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:41%20GMT	http://www.juniv.edu/administration?roleType=CHANCELLOR&roleName=Chancellor	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/administration9215.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:46	35758/35758	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:40%20GMT	http://www.juniv.edu/custom/slug/contact-us	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/custom/slug/contact-us.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:50	37113/37113	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:46%20GMT	http://www.juniv.edu/administration?roleType=VICE_CHANCELLOR&roleName=Vice%20Chancellor	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/administration0426.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:51	66182/66182	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:45%20GMT	http://www.juniv.edu/	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/index.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:51	33641/33641	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:47%20GMT	http://www.juniv.edu/administration?roleType=PRO_VICE_CHANCELLOR&roleName=Pro%20Vice%20Chancellor	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/administrationd7f2.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:54	34012/34012	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:52%20GMT	http://www.juniv.edu/administration?roleType=TREASURER&roleName=Treasurer	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/administrationd7fd.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:55	34998/34998	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:52%20GMT	http://www.juniv.edu/administration?roleType=REGISTER&roleName=Registrar	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/administration918b.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:56	32680/32680	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:53%20GMT	http://www.juniv.edu/custom/slug/senate	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/custom/slug/senate.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:42:57	32683/32683	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:54%20GMT	http://www.juniv.edu/custom/slug/syndicate	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/custom/slug/syndicate.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:01	32688/32688	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:57%20GMT	http://www.juniv.edu/custom/slug/finance-committee	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/custom/slug/finance-committee.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:02	32687/32687	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:57%20GMT	http://www.juniv.edu/custom/slug/academic-council	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/custom/slug/academic-council.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:02	37892/37892	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:42:58%20GMT	http://www.juniv.edu/academic-calendar	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/academic-calendar.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:05	46769/46769	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:03%20GMT	http://www.juniv.edu/faculty/arts	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/faculty/arts.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:07	45065/45065	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:03%20GMT	http://www.juniv.edu/faculty/science	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/faculty/science.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:08	41852/41852	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:04%20GMT	http://www.juniv.edu/faculty/socialsci	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/faculty/socialsci.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:12	46480/46480	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:07%20GMT	http://www.juniv.edu/faculty/biosci	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/faculty/biosci.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:12	36190/36190	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:09%20GMT	http://www.juniv.edu/faculty/law	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/faculty/law.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:13	42306/42306	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:09%20GMT	http://www.juniv.edu/faculty/business	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/faculty/business.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:18	38754/38754	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:15%20GMT	http://www.juniv.edu/institute/irs	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/institute/irs.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:18	55412/55412	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:15%20GMT	http://www.juniv.edu/institute/iit	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/institute/iit.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:20	40337/40337	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:16%20GMT	http://www.juniv.edu/institute/biclc	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/institute/biclc.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:24	45622/45622	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:20%20GMT	http://www.juniv.edu/center/wazed-miah-science-research-center	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/center/wazed-miah-science-research-center.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:25	35162/35162	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:20%20GMT	http://www.juniv.edu/center/medical-centre	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/center/medical-centre.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:25	35382/35382	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:21%20GMT	http://www.juniv.edu/center/students-counselling-and-guidance-centre	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/center/students-counselling-and-guidance-centre.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:29	36245/36245	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:26%20GMT	http://www.juniv.edu/center/the-language-centre	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/center/the-language-centre.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:30	35336/35336	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:26%20GMT	http://www.juniv.edu/center/teacher-student-centre	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/center/teacher-student-centre.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:31	38180/38180	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:27%20GMT	http://www.juniv.edu/office/registrar-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/registrar-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:33	35508/35508	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:30%20GMT	http://www.juniv.edu/office/proctor-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/proctor-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:35	35360/35360	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:32%20GMT	http://www.juniv.edu/office/comptroller-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/comptroller-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:37	35489/35489	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:34%20GMT	http://www.juniv.edu/office/iqac	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/iqac.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:41	35393/35393	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:38%20GMT	http://www.juniv.edu/office/planning-and-development-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/planning-and-development-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:41	35171/35171	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:32%20GMT	http://www.juniv.edu/office/engineering-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/engineering-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:41	42522/42522	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:37%20GMT	http://www.juniv.edu/office/ictcell	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/ictcell.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:47	35290/35290	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:43%20GMT	http://www.juniv.edu/office/public-relation-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/public-relation-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:47	35182/35182	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:43%20GMT	http://www.juniv.edu/office/physical-training-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/physical-training-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:47	40016/40016	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:44%20GMT	http://www.juniv.edu/office/office-of-the-controller-of-examinations	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/office-of-the-controller-of-examinations.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:50	35382/35382	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:48%20GMT	http://www.juniv.edu/office/internal-audit-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/internal-audit-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:52	35376/35376	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:50%20GMT	http://www.juniv.edu/office/science-workshop	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/science-workshop.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:53	35344/35344	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:48%20GMT	http://www.juniv.edu/office/university-library	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/university-library.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:55	37537/37537	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:52%20GMT	http://www.juniv.edu/office/transport-office	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/office/transport-office.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:56	34453/34453	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:54%20GMT	http://www.juniv.edu/hall/meer-mosharraf-hossain-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/meer-mosharraf-hossain-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:43:59	34514/34514	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:56%20GMT	http://www.juniv.edu/hall/shaheed-salam-barkat-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/shaheed-salam-barkat-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:01	34561/34561	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:56%20GMT	http://www.juniv.edu/hall/bangabandhu-sheikh-mujibur-rahman-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/bangabandhu-sheikh-mujibur-rahman-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:01	35698/35698	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:43:57%20GMT	http://www.juniv.edu/hall/al-beruni-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/al-beruni-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:04	34539/34539	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:01%20GMT	http://www.juniv.edu/hall/shaheed-rafiq-jabbar-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/shaheed-rafiq-jabbar-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:06	34663/34663	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:02%20GMT	http://www.juniv.edu/hall/a-f-m-kamaluddin-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/a-f-m-kamaluddin-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:07	34654/34654	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:03%20GMT	http://www.juniv.edu/hall/mowlana-bhashani-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/mowlana-bhashani-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:07	34731/34731	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:05%20GMT	http://www.juniv.edu/hall/bishwakabi-rabindranath-tagore-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/bishwakabi-rabindranath-tagore-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:11	34757/34757	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:07%20GMT	http://www.juniv.edu/hall/jahanara-imam-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/jahanara-imam-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:11	34651/34651	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:07%20GMT	http://www.juniv.edu/hall/nawab-faizunnesa-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/nawab-faizunnesa-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:14	34522/34522	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:09%20GMT	http://www.juniv.edu/hall/pritilata-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/pritilata-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:15	34651/34651	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:12%20GMT	http://www.juniv.edu/hall/fazilatunnesa-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/fazilatunnesa-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:16	34650/34650	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:12%20GMT	http://www.juniv.edu/hall/begum-khaleda-zia-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/begum-khaleda-zia-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
22:44:19	34644/34644	---MC-	200	added ('OK')	text/html	date:Thu,%2005%20Jul%202018%2016:44:16%20GMT	http://www.juniv.edu/hall/sheikh-hasina-hall	F:/CSE/outdoor/work/xampp/htdocs/CSEJUWeb/raw_file/teacher/JU%20CSE%20Teachers/www.juniv.edu/hall/sheikh-hasina-hall.html	(from http://www.juniv.edu/teachers?keyword=&departmentId=9)
